interaction_id	host_taxid	host_organism	host_uniprot	host_gene	virus_taxid	virus_organism	virus_uniprot	virus_gene	interaction_type	detection_method	publication	publication_id	source_database	confidence
intact:EBI-25747144|imex:IM-28169-1	9606	human	Q9BTT0	ANP32E	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747144|imex:IM-28169-1	9606	human	Q9GZU8	PSME3IP1	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747144|imex:IM-28169-1	9606	human	Q7Z4V5	HDGFL2	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747144|imex:IM-28169-1	9606	human	Q96EY7	PTCD3	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747144|imex:IM-28169-1	9606	human	O00203	AP3B1	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747144|imex:IM-28169-1	9606	human	O43164	PJA2	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747144|imex:IM-28169-1	9606	human	P30414	NKTR	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747216|imex:IM-28169-23	9606	human	O75190	DNAJB6	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747216|imex:IM-28169-23	9606	human	Q9Y4R8	TELO2	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747216|imex:IM-28169-23	9606	human	Q8NBQ5	HSD17B11	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747216|imex:IM-28169-23	9606	human	Q9H078	CLPB	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747216|imex:IM-28169-23	9606	human	O75306	NDUFS2	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747216|imex:IM-28169-23	9606	human	P10155	RO60	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747216|imex:IM-28169-23	9606	human	Q8IWV7	UBR1	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747216|imex:IM-28169-23	9606	human	Q7L311	ARMCX2	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747216|imex:IM-28169-23	9606	human	I0B0K5	FLG	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747216|imex:IM-28169-23	9606	human	Q5VYK3	ECPAS	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747231|imex:IM-28169-3	9606	human	O75934	BCAS2	3052225	nipav-1	Q9IK91	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747231|imex:IM-28169-3	9606	human	Q9UMS4	PRPF19	3052225	nipav-1	Q9IK91	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747231|imex:IM-28169-3	9606	human	Q99459	CDC5L	3052225	nipav-1	Q9IK91	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747231|imex:IM-28169-3	9606	human	O43660	PLRG1	3052225	nipav-1	Q9IK91	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747231|imex:IM-28169-3	9606	human	P51116	FXR2	3052225	nipav-1	Q9IK91	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747231|imex:IM-28169-3	9606	human	O43709	BUD23	3052225	nipav-1	Q9IK91	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747231|imex:IM-28169-3	9606	human	P52630	STAT2	3052225	nipav-1	Q9IK91	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747231|imex:IM-28169-3	9606	human	P56182	RRP1	3052225	nipav-1	Q9IK91	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747254|imex:IM-28169-25	9606	human	B2R7W3	BCAS2	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747254|imex:IM-28169-25	9606	human	P52630	STAT2	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-25747254|imex:IM-28169-25	9606	human	Q9UMS4	PRPF19	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747254|imex:IM-28169-25	9606	human	P42771	CDKN2A	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747254|imex:IM-28169-25	9606	human	Q99459	CDC5L	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747254|imex:IM-28169-25	9606	human	Q13126	MTAP	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747265|imex:IM-28169-27	9606	human	O00505	KPNA3	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-25747265|imex:IM-28169-27	9606	human	O00629	KPNA4	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-25747265|imex:IM-28169-27	9606	human	B2R7W3	BCAS2	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747265|imex:IM-28169-27	9606	human	Q9UMS4	PRPF19	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747265|imex:IM-28169-27	9606	human	O43660	PLRG1	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.43
intact:EBI-25747265|imex:IM-28169-27	9606	human	Q99459	CDC5L	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747265|imex:IM-28169-27	9606	human	Q14765	STAT4	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747277|imex:IM-28169-5	9606	human	Q9P0T7	TMEM9	3052225	nipav-1	Q997F1	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747277|imex:IM-28169-5	9606	human	Q9BRK5	SDF4	3052225	nipav-1	Q997F1	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747277|imex:IM-28169-5	9606	human	Q9NV96	TMEM30A	3052225	nipav-1	Q997F1	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747277|imex:IM-28169-5	9606	human	P25490	YY1	3052225	nipav-1	Q997F1	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747277|imex:IM-28169-5	9606	human	O95071	UBR5	3052225	nipav-1	Q997F1	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747277|imex:IM-28169-5	9606	human	O43933	PEX1	3052225	nipav-1	Q997F1	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747277|imex:IM-28169-5	9606	human	Q13557	CAMK2D	3052225	nipav-1	Q997F1	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747306|imex:IM-28169-45	9606	human	Q53H37		3052225	nipav-1	Q9IH63	F	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747306|imex:IM-28169-45	9606	human	P55209	NAP1L1	3052225	nipav-1	Q9IH63	F	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747306|imex:IM-28169-45	9606	human	Q7L099	RUFY3	3052225	nipav-1	Q9IH63	F	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747314|imex:IM-28169-29	9606	human	Q9Y3A6	TMED5	3052225	nipav-1	Q9IH62	G	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747320|imex:IM-28169-31	9606	human	O43660	PLRG1	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747326|imex:IM-28169-7	9606	human	Q96AC1	FERMT2	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747326|imex:IM-28169-7	9606	human	M4QFU4	HLA-B	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747350|imex:IM-28169-9	9606	human	Q9UPY3	DICER1	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.50
intact:EBI-25747350|imex:IM-28169-9	9606	human	Q7Z6Z7	HUWE1	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747350|imex:IM-28169-9	9606	human	Q6PEV8	FAM199X	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747350|imex:IM-28169-9	9606	human	Q96JK2	DCAF5	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747350|imex:IM-28169-9	9606	human	P07199	CENPB	3052225	nipav-1	Q9IK90	M	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747360|imex:IM-28169-33	9606	human	P40855	PEX19	3052225	nipav-1	Q997F1	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747360|imex:IM-28169-33	9606	human	Q9UHG3	PCYOX1	3052225	nipav-1	Q997F1	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747360|imex:IM-28169-33	9606	human	O00161	SNAP23	3052225	nipav-1	Q997F1	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25747360|imex:IM-28169-33	9606	human	Q9H4A5	GOLPH3L	3052225	nipav-1	Q997F1	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750655|imex:IM-28169-35	9606	human	Q9H4A5	GOLPH3L	3052225	nipav-1	Q9IH63	F	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750655|imex:IM-28169-35	9606	human	Q7L5D6	GET4	3052225	nipav-1	Q9IH63	F	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750655|imex:IM-28169-35	9606	human	Q96AY3	FKBP10	3052225	nipav-1	Q9IH63	F	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750655|imex:IM-28169-35	9606	human	P46459	NSF	3052225	nipav-1	Q9IH63	F	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750655|imex:IM-28169-35	9606	human	Q15165	PON2	3052225	nipav-1	Q9IH63	F	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750665|imex:IM-28169-37	9606	human	Q15768	EFNB3	3052225	nipav-1	Q9IH62	G	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750665|imex:IM-28169-37	9606	human	P27544	CERS1	3052225	nipav-1	Q9IH62	G	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750665|imex:IM-28169-37	9606	human	O60613	SELENOF	3052225	nipav-1	Q9IH62	G	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750665|imex:IM-28169-37	9606	human	O15173	PGRMC2	3052225	nipav-1	Q9IH62	G	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750665|imex:IM-28169-37	9606	human	Q9NRX5	SERINC1	3052225	nipav-1	Q9IH62	G	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750685|imex:IM-28169-47	9606	human		HSD17B12	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750685|imex:IM-28169-47	9606	human	O00217	NDUFS8	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750685|imex:IM-28169-47	9606	human	Q8WVC6	DCAKD	3052225	nipav-1	Q9IK92	N	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750778|imex:IM-28169-39	9606	human	P42224	STAT1	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-25750778|imex:IM-28169-39	9606	human	Q14765	STAT4	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750796|imex:IM-28169-49	9606	human	P42224	STAT1	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-25750796|imex:IM-28169-49	9606	human	Q14765	STAT4	3052225	nipav-1	P0C1C7	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750810|imex:IM-28169-11	9606	human	Q99459	CDC5L	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750810|imex:IM-28169-11	9606	human	Q9UMS4	PRPF19	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
intact:EBI-25750810|imex:IM-28169-11	9606	human	O43660	PLRG1	3052225	nipav-1	Q997F2	P/V/C	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0676""(tandem affinity purification)"	Martinez-Gil et al. (2017)	pubmed:28904190|imex:IM-28169	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.35
