interaction_id	host_taxid	host_organism	host_uniprot	host_gene	virus_taxid	virus_organism	virus_uniprot	virus_gene	interaction_type	detection_method	publication	publication_id	source_database	confidence
intact:EBI-7958646|mint:MINT-14817	9606	human	P49427	CDC34	9031	chick	P67869	CSNK2B	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Block et al. (2001)	pubmed:11546811|mint:MINT-5214488	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.59
intact:EBI-7958743|mint:MINT-14816	9606	human	P49427	CDC34	9031	chick	P67869	CSNK2B	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0018""(two hybrid)"	Block et al. (2001)	pubmed:11546811|mint:MINT-5214488	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.59
intact:EBI-8592518|mint:MINT-14912	9606	human	P48426	PIP4K2A	9615	canlf	P62999	RAC1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Tolias et al. (1995)	mint:MINT-5220471|pubmed:7629060	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.54
intact:EBI-8592539|mint:MINT-15547	9606	human	P27986	PIK3R1	9615	canlf	P62999	RAC1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Tolias et al. (1995)	mint:MINT-5220471|pubmed:7629060	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.72
intact:EBI-8592570|mint:MINT-14913	9606	human	P48426	PIP4K2A	9615	canlf	P62999	RAC1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Tolias et al. (1995)	mint:MINT-5220471|pubmed:7629060	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.54
intact:EBI-8592580|mint:MINT-15548	9606	human	P27986	PIK3R1	9615	canlf	P62999	RAC1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Tolias et al. (1995)	mint:MINT-5220471|pubmed:7629060	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.72
intact:EBI-8613016|mint:MINT-14600|imex:IM-13917-4	9606	human	Q13153	PAK1	9615	canlf	P62999	RAC1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Martin et al. (1995)	mint:MINT-5220560|pubmed:7744004|imex:IM-13917	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.62
intact:EBI-8613050|mint:MINT-14599|imex:IM-13917-2	9606	human	Q13153	PAK1	9615	canlf	P62999	RAC1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0428""(imaging technique)"	Martin et al. (1995)	mint:MINT-5220560|pubmed:7744004|imex:IM-13917	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.62
intact:EBI-8639634|mint:MINT-16681	9606	human	Q13153	PAK1	9615	canlf	P62999	RAC1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0428""(imaging technique)"	Manser et al. (1994)	pubmed:8107774|mint:MINT-5220725	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.62
intact:EBI-8612654|mint:MINT-18850	9606	human	P19878	NCF2	9615	canlf	P62999	RAC1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Prigmore et al. (1995)	mint:MINT-5220554|pubmed:7738010	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.68
intact:EBI-8612643|mint:MINT-14088	9606	human	P19525	EIF2AK2	9615	canlf	P62999	RAC1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Prigmore et al. (1995)	mint:MINT-5220554|pubmed:7738010	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.44
intact:EBI-8612682|mint:MINT-18851	9606	human	P19878	NCF2	9615	canlf	P62999	RAC1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0049""(filter binding)"	Prigmore et al. (1995)	mint:MINT-5220554|pubmed:7738010	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.68
intact:EBI-8631185|mint:MINT-18181	9606	human	P27986	PIK3R1	9615	canlf	P62999	RAC1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Zheng et al. (1994)	mint:MINT-5220695|pubmed:8034624	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.72
intact:EBI-8631265|mint:MINT-18183	9606	human	P27986	PIK3R1	9615	canlf	P62999	RAC1	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0045""(experimental interaction detection)"	Zheng et al. (1994)	mint:MINT-5220695|pubmed:8034624	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.72
intact:EBI-8631322|mint:MINT-18182	9606	human	P27986	PIK3R1	9615	canlf	P62999	RAC1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Zheng et al. (1994)	mint:MINT-5220695|pubmed:8034624	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.72
intact:EBI-7907117|mint:MINT-14238	9606	human	Q13363	CTBP1	82830	ebva8	Q69140	EBNA6	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Touitou et al. (2001)	pubmed:11462050|mint:MINT-5214288|doi:10.1128/JVI.75.16.7749-7755.2001	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.54
intact:EBI-7907140|mint:MINT-14239	9606	human	Q13363	CTBP1	82830	ebva8	Q69140	EBNA6	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Touitou et al. (2001)	pubmed:11462050|mint:MINT-5214288|doi:10.1128/JVI.75.16.7749-7755.2001	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.54
intact:EBI-8676611|mint:MINT-18924	9606	human	P22681	CBL	10116	rat	P62994	Grb2	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Panchamoorthy et al. (1996)	mint:MINT-5220991|pubmed:8621719	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.78
intact:EBI-8676742|mint:MINT-14431	9606	human	P27986	PIK3R1	10116	rat	P62994	Grb2	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Panchamoorthy et al. (1996)	mint:MINT-5220991|pubmed:8621719	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.69
intact:EBI-8676753|mint:MINT-17451	9606	human	P29353	SHC1	10116	rat	P62994	Grb2	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Panchamoorthy et al. (1996)	mint:MINT-5220991|pubmed:8621719	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.82
intact:EBI-8676771|mint:MINT-18925	9606	human	P22681	CBL	10116	rat	P62994	Grb2	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Panchamoorthy et al. (1996)	mint:MINT-5220991|pubmed:8621719	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.78
intact:EBI-8682682|mint:MINT-18434	9606	human	P22681	CBL	10116	rat	P62994	Grb2	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Fukazawa et al. (1996)	pubmed:8662998|mint:MINT-5221064	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.78
intact:EBI-8682743|mint:MINT-14577	9606	human	P29353	SHC1	10116	rat	P62994	Grb2	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Fukazawa et al. (1996)	pubmed:8662998|mint:MINT-5221064	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.82
intact:EBI-8682787|mint:MINT-14623	9606	human	P27986	PIK3R1	10116	rat	P62994	Grb2	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Fukazawa et al. (1996)	pubmed:8662998|mint:MINT-5221064	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.69
intact:EBI-8682799|mint:MINT-16768	9606	human	P00533	EGFR	10116	rat	P62994	Grb2	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Fukazawa et al. (1996)	pubmed:8662998|mint:MINT-5221064	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.56
intact:EBI-8682817|mint:MINT-18435	9606	human	P22681	CBL	10116	rat	P62994	Grb2	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Fukazawa et al. (1996)	pubmed:8662998|mint:MINT-5221064	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.78
intact:EBI-7911678|mint:MINT-17788	9606	human	Q09472	EP300	10090	mouse	Q08369	Gata4	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Dai et al. (2001)	pubmed:11481322|mint:MINT-5214323	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.54
intact:EBI-7911704|mint:MINT-17787	9606	human	Q09472	EP300	10090	mouse	Q08369	Gata4	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Dai et al. (2001)	pubmed:11481322|mint:MINT-5214323	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.54
intact:EBI-8685249|mint:MINT-15465	9606	human	Q13576	IQGAP2	9615	canlf	P62999	RAC1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	McCallum et al. (1996)	pubmed:8702968|mint:MINT-5221124	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.44
intact:EBI-8685281|mint:MINT-17549	9606	human	P46940	IQGAP1	9615	canlf	P62999	RAC1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	McCallum et al. (1996)	pubmed:8702968|mint:MINT-5221124	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.77
intact:EBI-8097276|mint:MINT-18211	9606	human	Q9Y6Q9	NCOA3	10090	mouse	P45481	Crebbp	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	Demarest et al. (2002)	pubmed:11823864|mint:MINT-5215091	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.44
intact:EBI-8097322|mint:MINT-24802	9606	human	Q9Y6Q9	NCOA3	10090	mouse	P45481	Crebbp	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0114""(x-ray crystallography)"	Demarest et al. (2002)	pubmed:11823864|mint:MINT-5215091	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.44
intact:EBI-8294970|mint:MINT-16406	9606	human	P38936	CDKN1A	10090	mouse	Q61187	Tsg101	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0018""(two hybrid)"	Oh et al. (2002)	pubmed:11943869|mint:MINT-5215270	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.51
intact:EBI-8294995|mint:MINT-16408	9606	human	P38936	CDKN1A	10090	mouse	Q61187	Tsg101	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Oh et al. (2002)	pubmed:11943869|mint:MINT-5215270	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.51
intact:EBI-8295006|mint:MINT-16407	9606	human	P38936	CDKN1A	10090	mouse	Q61187	Tsg101	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Oh et al. (2002)	pubmed:11943869|mint:MINT-5215270	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.51
intact:EBI-7934436|mint:MINT-14294	9606	human	Q9NZQ3	NCKIPSD	10116	rat	P62994	Grb2	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Satoh et al. (2001)	pubmed:11509578|mint:MINT-5214408	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.54
intact:EBI-7934471|mint:MINT-15907	9606	human	Q9NZQ3	NCKIPSD	10090	mouse	Q9Z207	Diaph3	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Satoh et al. (2001)	pubmed:11509578|mint:MINT-5214408	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.61
intact:EBI-7934499|mint:MINT-15905	9606	human	Q9NZQ3	NCKIPSD	10090	mouse	Q9Z207	Diaph3	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0018""(two hybrid)"	Satoh et al. (2001)	pubmed:11509578|mint:MINT-5214408	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.61
intact:EBI-7934533|mint:MINT-15908	9606	human	Q9NZQ3	NCKIPSD	10090	mouse	Q9Z207	Diaph3	"psi-mi:""MI:0403""(colocalization)"	"psi-mi:""MI:0428""(imaging technique)"	Satoh et al. (2001)	pubmed:11509578|mint:MINT-5214408	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.61
intact:EBI-7934556|mint:MINT-16080	9606	human	Q9NZQ3	NCKIPSD	11879	avis2	P15054	V-SRC	"psi-mi:""MI:0403""(colocalization)"	"psi-mi:""MI:0428""(imaging technique)"	Satoh et al. (2001)	pubmed:11509578|mint:MINT-5214408	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.27
intact:EBI-7934572|mint:MINT-16705	9606	human	Q9NZQ3	NCKIPSD	11879	avis2	P15054	V-SRC	"psi-mi:""MI:0403""(colocalization)"	"psi-mi:""MI:0428""(imaging technique)"	Satoh et al. (2001)	pubmed:11509578|mint:MINT-5214408	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.27
intact:EBI-7934634|mint:MINT-14293	9606	human	Q9NZQ3	NCKIPSD	10116	rat	P62994	Grb2	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Satoh et al. (2001)	pubmed:11509578|mint:MINT-5214408	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.54
intact:EBI-7934597|mint:MINT-15906	9606	human	Q9NZQ3	NCKIPSD	10090	mouse	Q9Z207	Diaph3	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Satoh et al. (2001)	pubmed:11509578|mint:MINT-5214408	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.61
intact:EBI-8683204|mint:MINT-17154	9606	human	P22681	CBL	10116	rat	P62994	Grb2	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Chu et al. (1998)	mint:MINT-6548125|pubmed:9716598	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.78
intact:EBI-8683216|mint:MINT-14204	9606	human	Q13094	LCP2	10116	rat	P62994	Grb2	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Chu et al. (1998)	mint:MINT-6548125|pubmed:9716598	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.68
intact:EBI-8683237|mint:MINT-14203	9606	human	Q13094	LCP2	10116	rat	P62994	Grb2	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Chu et al. (1998)	mint:MINT-6548125|pubmed:9716598	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.68
intact:EBI-8464936|mint:MINT-14581	9606	human	P48729	CSNK1A1	10116	rat	Q63629		"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Dubois et al. (2002)	pubmed:12062430|mint:MINT-5215475	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.54
intact:EBI-8465043|mint:MINT-14582	9606	human	P48729	CSNK1A1	10116	rat	Q63629		"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Dubois et al. (2002)	pubmed:12062430|mint:MINT-5215475	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.54
intact:EBI-7372392|mint:MINT-14279	9606	human	Q16611	BAK1	10090	mouse	P70444	Bid	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Wei et al. (2000)	pubmed:10950869|mint:MINT-5212924	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.68
intact:EBI-7372414|mint:MINT-14278	9606	human	Q16611	BAK1	10090	mouse	P70444	Bid	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Wei et al. (2000)	pubmed:10950869|mint:MINT-5212924	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.68
intact:EBI-8066608|mint:MINT-19896	9606	human	P61978	HNRNPK	10090	mouse	P63158	Hmgb1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Dintilhac et al. (2002)	pubmed:11748221|mint:MINT-5214956	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.44
intact:EBI-8480490|mint:MINT-16356	9606	human	O14933	UBE2L6	10090	mouse	Q61510	Trim25	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Urano et al. (2002)	pubmed:12075357|mint:MINT-5215497	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.40
intact:EBI-7481902|mint:MINT-16941	9606	human	P62993	GRB2	10090	mouse	Q9ESJ4	Nckipsd	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Fukuoka et al. (2001)	pubmed:11157975|mint:MINT-5213451	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.59
intact:EBI-7481882|mint:MINT-15860	9606	human	O00401	WASL	10090	mouse	Q9ESJ4	Nckipsd	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Fukuoka et al. (2001)	pubmed:11157975|mint:MINT-5213451	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.54
intact:EBI-7481959|mint:MINT-15341	9606	human	P62993	GRB2	10090	mouse	Q9ESJ4	Nckipsd	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Fukuoka et al. (2001)	pubmed:11157975|mint:MINT-5213451	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.59
intact:EBI-7481980|mint:MINT-15340	9606	human	P62993	GRB2	10090	mouse	Q9ESJ4	Nckipsd	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Fukuoka et al. (2001)	pubmed:11157975|mint:MINT-5213451	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.59
intact:EBI-7482001|mint:MINT-16940	9606	human	P62993	GRB2	10090	mouse	Q9ESJ4	Nckipsd	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Fukuoka et al. (2001)	pubmed:11157975|mint:MINT-5213451	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.59
intact:EBI-7482030|mint:MINT-16939	9606	human	P62993	GRB2	10090	mouse	Q9ESJ4	Nckipsd	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0018""(two hybrid)"	Fukuoka et al. (2001)	pubmed:11157975|mint:MINT-5213451	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.59
intact:EBI-7482073|mint:MINT-15339	9606	human	P62993	GRB2	10090	mouse	Q9ESJ4	Nckipsd	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0018""(two hybrid)"	Fukuoka et al. (2001)	pubmed:11157975|mint:MINT-5213451	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.59
intact:EBI-7482108|mint:MINT-15859	9606	human	O00401	WASL	10090	mouse	Q9ESJ4	Nckipsd	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Fukuoka et al. (2001)	pubmed:11157975|mint:MINT-5213451	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.54
intact:EBI-7482128|mint:MINT-16942	9606	human	P62993	GRB2	10090	mouse	Q9ESJ4	Nckipsd	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Fukuoka et al. (2001)	pubmed:11157975|mint:MINT-5213451	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.59
intact:EBI-7482149|mint:MINT-15342	9606	human	P62993	GRB2	10090	mouse	Q9ESJ4	Nckipsd	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Fukuoka et al. (2001)	pubmed:11157975|mint:MINT-5213451	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.59
intact:EBI-7985673|mint:MINT-13673	9606	human	P08670	VIM	10090	mouse	Q925J2	Pkd1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0018""(two hybrid)"	Xu et al. (2001)	pubmed:11581269|mint:MINT-5214613	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-7985718|mint:MINT-15779	9606	human	P17661	DES	10090	mouse	Q925J2	Pkd1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0018""(two hybrid)"	Xu et al. (2001)	pubmed:11581269|mint:MINT-5214613	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-7985760|mint:MINT-16917	9606	human	P05783	KRT18	10090	mouse	Q925J2	Pkd1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0018""(two hybrid)"	Xu et al. (2001)	pubmed:11581269|mint:MINT-5214613	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-7985792|mint:MINT-14257	9606	human	P05787	KRT8	10090	mouse	Q925J2	Pkd1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0018""(two hybrid)"	Xu et al. (2001)	pubmed:11581269|mint:MINT-5214613	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-7985842|mint:MINT-16918	9606	human	P05783	KRT18	10090	mouse	Q925J2	Pkd1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Xu et al. (2001)	pubmed:11581269|mint:MINT-5214613	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-7985851|mint:MINT-15780	9606	human	P17661	DES	10090	mouse	Q925J2	Pkd1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Xu et al. (2001)	pubmed:11581269|mint:MINT-5214613	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-7985901|mint:MINT-13674	9606	human	P08670	VIM	10090	mouse	Q925J2	Pkd1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Xu et al. (2001)	pubmed:11581269|mint:MINT-5214613	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-7985883|mint:MINT-14258	9606	human	P05787	KRT8	10090	mouse	Q925J2	Pkd1	"psi-mi:""MI:0407""(direct interaction)"	"psi-mi:""MI:0096""(pull down)"	Xu et al. (2001)	pubmed:11581269|mint:MINT-5214613	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.53
intact:EBI-8070215|mint:MINT-18656	9606	human	Q13573	SNW1	333760	hpv16	P03129	E7	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0018""(two hybrid)"	Prathapam et al. (2001)	pubmed:11753645|mint:MINT-5214978	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.37
intact:EBI-8655900|mint:MINT-18941	9606	human	Q93009	USP7	10377	ebvb9	P03211	EBNA1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0019""(coimmunoprecipitation)"	Holowaty et al. (2003)	mint:MINT-5216427|pubmed:12783858	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.81
intact:EBI-8655944|mint:MINT-68698	9606	human	Q93009	USP7	10377	ebvb9	P03211	EBNA1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Holowaty et al. (2003)	mint:MINT-5216427|pubmed:12783858	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.81
intact:EBI-8655959|mint:MINT-68700	9606	human	P68400	CSNK2A1	10377	ebvb9	P03211	EBNA1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Holowaty et al. (2003)	mint:MINT-5216427|pubmed:12783858	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.40
intact:EBI-8656008|mint:MINT-68702	9606	human	Q07021	C1QBP	10377	ebvb9	P03211	EBNA1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Holowaty et al. (2003)	mint:MINT-5216427|pubmed:12783858	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.40
intact:EBI-8655992|mint:MINT-68701	9606	human	P19784	CSNK2A2	10377	ebvb9	P03211	EBNA1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Holowaty et al. (2003)	mint:MINT-5216427|pubmed:12783858	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.52
intact:EBI-8656024|mint:MINT-68699	9606	human	P52294	KPNA1	10377	ebvb9	P03211	EBNA1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Holowaty et al. (2003)	mint:MINT-5216427|pubmed:12783858	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.52
intact:EBI-8656048|mint:MINT-18122	9606	human	P19784	CSNK2A2	10377	ebvb9	P03211	EBNA1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0004""(affinity chromatography technology)"	Holowaty et al. (2003)	mint:MINT-5216427|pubmed:12783858	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.52
intact:EBI-8656060|mint:MINT-68703	9606	human	P55209	NAP1L1	10377	ebvb9	P03211	EBNA1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0004""(affinity chromatography technology)"	Holowaty et al. (2003)	mint:MINT-5216427|pubmed:12783858	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.40
intact:EBI-8656072|mint:MINT-68705	9606	human	P52294	KPNA1	10377	ebvb9	P03211	EBNA1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0004""(affinity chromatography technology)"	Holowaty et al. (2003)	mint:MINT-5216427|pubmed:12783858	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.52
intact:EBI-8618394|mint:MINT-19075	9606	human	Q07955	SRSF1	10377	ebvb9	P03211	EBNA1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0007""(anti tag coimmunoprecipitation)"	Wang et al. (1997)	mint:MINT-5221638|pubmed:9299613	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.51
intact:EBI-8618418|mint:MINT-19074	9606	human	Q07955	SRSF1	10377	ebvb9	P03211	EBNA1	"psi-mi:""MI:0915""(physical association)"	"psi-mi:""MI:0018""(two hybrid)"	Wang et al. (1997)	mint:MINT-5221638|pubmed:9299613	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.51
intact:EBI-8672971|mint:MINT-17963	9606	human	P52292	KPNA2	10377	ebvb9	P03211	EBNA1	"psi-mi:""MI:0914""(association)"	"psi-mi:""MI:0045""(experimental interaction detection)"	Fischer et al. (1997)	mint:MINT-5221313|pubmed:9020106	"psi-mi:""MI:0471""(MINT)"	intact-miscore:0.41
